	Country	Invader_Species	Role	Email
3063	Saudi Arabia	d&d_treant	attack	hawkeye@avengers.com
3064	Saudi Arabia	d&d_treant	defense	hawkeye@avengers.com
3065	Saudi Arabia	d&d_treant	heal	hawkeye@avengers.com
3066	Saudi Arabia	d&d_werewolf	attack	capatain.america@avengers.com
3067	Saudi Arabia	d&d_werewolf	defense	capatain.america@avengers.com
3068	Saudi Arabia	d&d_werewolf	heal	capatain.america@avengers.com
3069	Saudi Arabia	d&d_yuan-ti	attack	capatain.america@avengers.com
3070	Saudi Arabia	d&d_yuan-ti	defense	capatain.america@avengers.com
3071	Saudi Arabia	d&d_yuan-ti	heal	capatain.america@avengers.com
3072	Serbia	aliens	attack	iron.man@avengers.com
3073	Serbia	predators	attack	thor@avengers.com
3074	Serbia	d&d_beholder	attack	wasp@avengers.com
3075	Serbia	d&d_beholder	defense	wasp@avengers.com
3076	Serbia	d&d_beholder	heal	wasp@avengers.com
3077	Serbia	d&d_devil	attack	ant.man@avengers.com
3078	Serbia	d&d_devil	defense	ant.man@avengers.com
3079	Serbia	d&d_devil	heal	batman@dc-world.com
3080	Serbia	d&d_lich	attack	hulk@avengers.com
3081	Serbia	d&d_lich	defense	hulk@avengers.com
3082	Serbia	d&d_lich	heal	hulk@avengers.com
3083	Serbia	d&d_mind_flayer	attack	capatain.america@avengers.com
3084	Serbia	d&d_mind_flayer	defense	capatain.america@avengers.com
3085	Serbia	d&d_mind_flayer	heal	capatain.america@avengers.com
3086	Serbia	d&d_vampire	attack	capatain.america@avengers.com
3087	Serbia	d&d_vampire	defense	capatain.america@avengers.com
3088	Serbia	d&d_vampire	heal	capatain.america@avengers.com
3089	Serbia	d&d_red_dragon	attack	capatain.america@avengers.com
3090	Serbia	d&d_red_dragon	defense	capatain.america@avengers.com
3091	Serbia	d&d_red_dragon	heal	capatain.america@avengers.com
3092	Serbia	d&d_hill_giant	attack	hawkeye@avengers.com
3093	Serbia	d&d_hill_giant	defense	hawkeye@avengers.com
3094	Serbia	d&d_hill_giant	heal	hawkeye@avengers.com
3095	Serbia	d&d_treant	attack	hawkeye@avengers.com
3096	Serbia	d&d_treant	defense	hawkeye@avengers.com
3097	Serbia	d&d_treant	heal	hawkeye@avengers.com
3098	Serbia	d&d_werewolf	attack	capatain.america@avengers.com
3099	Serbia	d&d_werewolf	defense	capatain.america@avengers.com
3100	Serbia	d&d_werewolf	heal	capatain.america@avengers.com
3101	Serbia	d&d_yuan-ti	attack	capatain.america@avengers.com
3102	Serbia	d&d_yuan-ti	defense	capatain.america@avengers.com
3103	Serbia	d&d_yuan-ti	heal	capatain.america@avengers.com
3104	Montenegrp	aliens	attack	iron.man@avengers.com
3105	Montenegrp	predators	attack	thor@avengers.com
3106	Montenegrp	d&d_beholder	attack	wasp@avengers.com
3107	Montenegrp	d&d_beholder	defense	wasp@avengers.com
3108	Montenegrp	d&d_beholder	heal	wasp@avengers.com
3109	Montenegrp	d&d_devil	attack	ant.man@avengers.com
3110	Montenegrp	d&d_devil	defense	ant.man@avengers.com
3111	Montenegrp	d&d_devil	heal	batman@dc-world.com
3112	Montenegrp	d&d_lich	attack	hulk@avengers.com
3113	Montenegrp	d&d_lich	defense	hulk@avengers.com
3114	Montenegrp	d&d_lich	heal	hulk@avengers.com
3115	Montenegrp	d&d_mind_flayer	attack	capatain.america@avengers.com
3116	Montenegrp	d&d_mind_flayer	defense	capatain.america@avengers.com
3117	Montenegrp	d&d_mind_flayer	heal	capatain.america@avengers.com
3118	Montenegrp	d&d_vampire	attack	capatain.america@avengers.com
3119	Montenegrp	d&d_vampire	defense	capatain.america@avengers.com
3120	Montenegrp	d&d_vampire	heal	capatain.america@avengers.com
3121	Montenegrp	d&d_red_dragon	attack	capatain.america@avengers.com
3122	Montenegrp	d&d_red_dragon	defense	capatain.america@avengers.com
3123	Montenegrp	d&d_red_dragon	heal	capatain.america@avengers.com
3124	Montenegrp	d&d_hill_giant	attack	hawkeye@avengers.com
3125	Montenegrp	d&d_hill_giant	defense	hawkeye@avengers.com
3126	Montenegrp	d&d_hill_giant	heal	hawkeye@avengers.com
3127	Montenegrp	d&d_treant	attack	hawkeye@avengers.com
3128	Montenegrp	d&d_treant	defense	hawkeye@avengers.com
3129	Montenegrp	d&d_treant	heal	hawkeye@avengers.com
3130	Montenegrp	d&d_werewolf	attack	capatain.america@avengers.com
3131	Montenegrp	d&d_werewolf	defense	capatain.america@avengers.com
3132	Montenegrp	d&d_werewolf	heal	capatain.america@avengers.com
3133	Montenegrp	d&d_yuan-ti	attack	capatain.america@avengers.com
3134	Montenegrp	d&d_yuan-ti	defense	capatain.america@avengers.com
3135	Montenegrp	d&d_yuan-ti	heal	capatain.america@avengers.com
3136	Singapore	aliens	attack	iron.man@avengers.com
3137	Singapore	predators	attack	thor@avengers.com
3138	Singapore	d&d_beholder	attack	wasp@avengers.com
3139	Singapore	d&d_beholder	defense	wasp@avengers.com
3140	Singapore	d&d_beholder	heal	wasp@avengers.com
3141	Singapore	d&d_devil	attack	ant.man@avengers.com
3142	Singapore	d&d_devil	defense	ant.man@avengers.com
3143	Singapore	d&d_devil	heal	batman@dc-world.com
3144	Singapore	d&d_lich	attack	hulk@avengers.com
3145	Singapore	d&d_lich	defense	hulk@avengers.com
3146	Singapore	d&d_lich	heal	hulk@avengers.com
3147	Singapore	d&d_mind_flayer	attack	capatain.america@avengers.com
3148	Singapore	d&d_mind_flayer	defense	capatain.america@avengers.com
3149	Singapore	d&d_mind_flayer	heal	capatain.america@avengers.com
3150	Singapore	d&d_vampire	attack	capatain.america@avengers.com
3151	Singapore	d&d_vampire	defense	capatain.america@avengers.com
3152	Singapore	d&d_vampire	heal	capatain.america@avengers.com
3153	Singapore	d&d_red_dragon	attack	capatain.america@avengers.com
3154	Singapore	d&d_red_dragon	defense	capatain.america@avengers.com
3155	Singapore	d&d_red_dragon	heal	capatain.america@avengers.com
3156	Singapore	d&d_hill_giant	attack	hawkeye@avengers.com
3157	Singapore	d&d_hill_giant	defense	hawkeye@avengers.com
3158	Singapore	d&d_hill_giant	heal	hawkeye@avengers.com
3159	Singapore	d&d_treant	attack	hawkeye@avengers.com
3160	Singapore	d&d_treant	defense	hawkeye@avengers.com
3161	Singapore	d&d_treant	heal	hawkeye@avengers.com
3162	Singapore	d&d_werewolf	attack	capatain.america@avengers.com
3163	Singapore	d&d_werewolf	defense	capatain.america@avengers.com
3164	Singapore	d&d_werewolf	heal	capatain.america@avengers.com
3165	Singapore	d&d_yuan-ti	attack	capatain.america@avengers.com
3166	Singapore	d&d_yuan-ti	defense	capatain.america@avengers.com
3167	Singapore	d&d_yuan-ti	heal	capatain.america@avengers.com
3168	Slovak Republic	aliens	attack	iron.man@avengers.com
3169	Slovak Republic	predators	attack	thor@avengers.com
3170	Slovak Republic	d&d_beholder	attack	wasp@avengers.com
3171	Slovak Republic	d&d_beholder	defense	wasp@avengers.com
3172	Slovak Republic	d&d_beholder	heal	wasp@avengers.com
3173	Slovak Republic	d&d_devil	attack	ant.man@avengers.com
3174	Slovak Republic	d&d_devil	defense	ant.man@avengers.com
3175	Slovak Republic	d&d_devil	heal	batman@dc-world.com
3176	Slovak Republic	d&d_lich	attack	hulk@avengers.com
3177	Slovak Republic	d&d_lich	defense	hulk@avengers.com
3178	Slovak Republic	d&d_lich	heal	hulk@avengers.com
3179	Slovak Republic	d&d_mind_flayer	attack	capatain.america@avengers.com
3180	Slovak Republic	d&d_mind_flayer	defense	capatain.america@avengers.com
3181	Slovak Republic	d&d_mind_flayer	heal	capatain.america@avengers.com
3182	Slovak Republic	d&d_vampire	attack	capatain.america@avengers.com
3183	Slovak Republic	d&d_vampire	defense	capatain.america@avengers.com
3184	Slovak Republic	d&d_vampire	heal	capatain.america@avengers.com
3185	Slovak Republic	d&d_red_dragon	attack	capatain.america@avengers.com
3186	Slovak Republic	d&d_red_dragon	defense	capatain.america@avengers.com
3187	Slovak Republic	d&d_red_dragon	heal	capatain.america@avengers.com
3188	Slovak Republic	d&d_hill_giant	attack	hawkeye@avengers.com
3189	Slovak Republic	d&d_hill_giant	defense	hawkeye@avengers.com
3190	Slovak Republic	d&d_hill_giant	heal	hawkeye@avengers.com
3191	Slovak Republic	d&d_treant	attack	hawkeye@avengers.com
3192	Slovak Republic	d&d_treant	defense	hawkeye@avengers.com
3193	Slovak Republic	d&d_treant	heal	hawkeye@avengers.com
3194	Slovak Republic	d&d_werewolf	attack	capatain.america@avengers.com
3195	Slovak Republic	d&d_werewolf	defense	capatain.america@avengers.com
3196	Slovak Republic	d&d_werewolf	heal	capatain.america@avengers.com
3197	Slovak Republic	d&d_yuan-ti	attack	capatain.america@avengers.com
3198	Slovak Republic	d&d_yuan-ti	defense	capatain.america@avengers.com
3199	Slovak Republic	d&d_yuan-ti	heal	capatain.america@avengers.com
3200	Slovenia	aliens	attack	iron.man@avengers.com
3201	Slovenia	predators	attack	thor@avengers.com
3202	Slovenia	d&d_beholder	attack	wasp@avengers.com
3203	Slovenia	d&d_beholder	defense	wasp@avengers.com
3204	Slovenia	d&d_beholder	heal	wasp@avengers.com
3205	Slovenia	d&d_devil	attack	ant.man@avengers.com
3206	Slovenia	d&d_devil	defense	ant.man@avengers.com
3207	Slovenia	d&d_devil	heal	batman@dc-world.com
3208	Slovenia	d&d_lich	attack	hulk@avengers.com
3209	Slovenia	d&d_lich	defense	hulk@avengers.com
3210	Slovenia	d&d_lich	heal	hulk@avengers.com
3211	Slovenia	d&d_mind_flayer	attack	capatain.america@avengers.com
3212	Slovenia	d&d_mind_flayer	defense	capatain.america@avengers.com
3213	Slovenia	d&d_mind_flayer	heal	capatain.america@avengers.com
3214	Slovenia	d&d_vampire	attack	capatain.america@avengers.com
3215	Slovenia	d&d_vampire	defense	capatain.america@avengers.com
3216	Slovenia	d&d_vampire	heal	capatain.america@avengers.com
3217	Slovenia	d&d_red_dragon	attack	capatain.america@avengers.com
3218	Slovenia	d&d_red_dragon	defense	capatain.america@avengers.com
3219	Slovenia	d&d_red_dragon	heal	capatain.america@avengers.com
3220	Slovenia	d&d_hill_giant	attack	hawkeye@avengers.com
3221	Slovenia	d&d_hill_giant	defense	hawkeye@avengers.com
3222	Slovenia	d&d_hill_giant	heal	hawkeye@avengers.com
3223	Slovenia	d&d_treant	attack	hawkeye@avengers.com
3224	Slovenia	d&d_treant	defense	hawkeye@avengers.com
3225	Slovenia	d&d_treant	heal	hawkeye@avengers.com
3226	Slovenia	d&d_werewolf	attack	capatain.america@avengers.com
3227	Slovenia	d&d_werewolf	defense	capatain.america@avengers.com
3228	Slovenia	d&d_werewolf	heal	capatain.america@avengers.com
3229	Slovenia	d&d_yuan-ti	attack	capatain.america@avengers.com
3230	Slovenia	d&d_yuan-ti	defense	capatain.america@avengers.com
3231	Slovenia	d&d_yuan-ti	heal	capatain.america@avengers.com
3232	South Africa	aliens	attack	iron.man@avengers.com
3233	South Africa	predators	attack	thor@avengers.com
3234	South Africa	d&d_beholder	attack	wasp@avengers.com
3235	South Africa	d&d_beholder	defense	wasp@avengers.com
3236	South Africa	d&d_beholder	heal	wasp@avengers.com
3237	South Africa	d&d_devil	attack	ant.man@avengers.com
3238	South Africa	d&d_devil	defense	ant.man@avengers.com
3239	South Africa	d&d_devil	heal	batman@dc-world.com
3240	South Africa	d&d_lich	attack	hulk@avengers.com
3241	South Africa	d&d_lich	defense	hulk@avengers.com
3242	South Africa	d&d_lich	heal	hulk@avengers.com
3243	South Africa	d&d_mind_flayer	attack	capatain.america@avengers.com
3244	South Africa	d&d_mind_flayer	defense	capatain.america@avengers.com
3245	South Africa	d&d_mind_flayer	heal	capatain.america@avengers.com
3246	South Africa	d&d_vampire	attack	capatain.america@avengers.com
3247	South Africa	d&d_vampire	defense	capatain.america@avengers.com
3248	South Africa	d&d_vampire	heal	capatain.america@avengers.com
3249	South Africa	d&d_red_dragon	attack	capatain.america@avengers.com
3250	South Africa	d&d_red_dragon	defense	capatain.america@avengers.com
3251	South Africa	d&d_red_dragon	heal	capatain.america@avengers.com
3252	South Africa	d&d_hill_giant	attack	hawkeye@avengers.com
3253	South Africa	d&d_hill_giant	defense	hawkeye@avengers.com
3254	South Africa	d&d_hill_giant	heal	hawkeye@avengers.com
3255	South Africa	d&d_treant	attack	hawkeye@avengers.com
3256	South Africa	d&d_treant	defense	hawkeye@avengers.com
3257	South Africa	d&d_treant	heal	hawkeye@avengers.com
3258	South Africa	d&d_werewolf	attack	capatain.america@avengers.com
3259	South Africa	d&d_werewolf	defense	capatain.america@avengers.com
3260	South Africa	d&d_werewolf	heal	capatain.america@avengers.com
3261	South Africa	d&d_yuan-ti	attack	capatain.america@avengers.com
3262	South Africa	d&d_yuan-ti	defense	capatain.america@avengers.com
3263	South Africa	d&d_yuan-ti	heal	capatain.america@avengers.com
3264	South Korea	aliens	attack	iron.man@avengers.com
3265	South Korea	predators	attack	thor@avengers.com
3266	South Korea	d&d_beholder	attack	wasp@avengers.com
3267	South Korea	d&d_beholder	defense	wasp@avengers.com
3268	South Korea	d&d_beholder	heal	wasp@avengers.com
3269	South Korea	d&d_devil	attack	ant.man@avengers.com
3270	South Korea	d&d_devil	defense	ant.man@avengers.com
3271	South Korea	d&d_devil	heal	batman@dc-world.com
3272	South Korea	d&d_lich	attack	hulk@avengers.com
3273	South Korea	d&d_lich	defense	hulk@avengers.com
3274	South Korea	d&d_lich	heal	hulk@avengers.com
3275	South Korea	d&d_mind_flayer	attack	capatain.america@avengers.com
3276	South Korea	d&d_mind_flayer	defense	capatain.america@avengers.com
3277	South Korea	d&d_mind_flayer	heal	capatain.america@avengers.com
3278	South Korea	d&d_vampire	attack	capatain.america@avengers.com
3279	South Korea	d&d_vampire	defense	capatain.america@avengers.com
3280	South Korea	d&d_vampire	heal	capatain.america@avengers.com
3281	South Korea	d&d_red_dragon	attack	capatain.america@avengers.com
3282	South Korea	d&d_red_dragon	defense	capatain.america@avengers.com
3283	South Korea	d&d_red_dragon	heal	capatain.america@avengers.com
3284	South Korea	d&d_hill_giant	attack	hawkeye@avengers.com
3285	South Korea	d&d_hill_giant	defense	hawkeye@avengers.com
3286	South Korea	d&d_hill_giant	heal	hawkeye@avengers.com
3287	South Korea	d&d_treant	attack	hawkeye@avengers.com
3288	South Korea	d&d_treant	defense	hawkeye@avengers.com
3289	South Korea	d&d_treant	heal	hawkeye@avengers.com
3290	South Korea	d&d_werewolf	attack	capatain.america@avengers.com
3291	South Korea	d&d_werewolf	defense	capatain.america@avengers.com
3292	South Korea	d&d_werewolf	heal	capatain.america@avengers.com
3293	South Korea	d&d_yuan-ti	attack	capatain.america@avengers.com
3294	South Korea	d&d_yuan-ti	defense	capatain.america@avengers.com
3295	South Korea	d&d_yuan-ti	heal	capatain.america@avengers.com
3296	Spain	aliens	attack	iron.man@avengers.com
3297	Spain	predators	attack	thor@avengers.com
3298	Spain	d&d_beholder	attack	wasp@avengers.com
3299	Spain	d&d_beholder	defense	wasp@avengers.com
3300	Spain	d&d_beholder	heal	wasp@avengers.com
3301	Spain	d&d_devil	attack	ant.man@avengers.com
3302	Spain	d&d_devil	defense	ant.man@avengers.com
3303	Spain	d&d_devil	heal	batman@dc-world.com
3304	Spain	d&d_lich	attack	hulk@avengers.com
3305	Spain	d&d_lich	defense	hulk@avengers.com
3306	Spain	d&d_lich	heal	hulk@avengers.com
3307	Spain	d&d_mind_flayer	attack	capatain.america@avengers.com
3308	Spain	d&d_mind_flayer	defense	capatain.america@avengers.com
3309	Spain	d&d_mind_flayer	heal	capatain.america@avengers.com
3310	Spain	d&d_vampire	attack	capatain.america@avengers.com
3311	Spain	d&d_vampire	defense	capatain.america@avengers.com
3312	Spain	d&d_vampire	heal	capatain.america@avengers.com
3313	Spain	d&d_red_dragon	attack	capatain.america@avengers.com
3314	Spain	d&d_red_dragon	defense	capatain.america@avengers.com
3315	Spain	d&d_red_dragon	heal	capatain.america@avengers.com
3316	Spain	d&d_hill_giant	attack	hawkeye@avengers.com
3317	Spain	d&d_hill_giant	defense	hawkeye@avengers.com
3318	Spain	d&d_hill_giant	heal	hawkeye@avengers.com
3319	Spain	d&d_treant	attack	hawkeye@avengers.com
3320	Spain	d&d_treant	defense	hawkeye@avengers.com
3321	Spain	d&d_treant	heal	hawkeye@avengers.com
3322	Spain	d&d_werewolf	attack	capatain.america@avengers.com
3323	Spain	d&d_werewolf	defense	capatain.america@avengers.com
3324	Spain	d&d_werewolf	heal	capatain.america@avengers.com
3325	Spain	d&d_yuan-ti	attack	capatain.america@avengers.com
3326	Spain	d&d_yuan-ti	defense	capatain.america@avengers.com
3327	Spain	d&d_yuan-ti	heal	capatain.america@avengers.com
3328	Sri Lanka	aliens	attack	iron.man@avengers.com
3329	Sri Lanka	predators	attack	thor@avengers.com
3330	Sri Lanka	d&d_beholder	attack	wasp@avengers.com
3331	Sri Lanka	d&d_beholder	defense	wasp@avengers.com
3332	Sri Lanka	d&d_beholder	heal	wasp@avengers.com
3333	Sri Lanka	d&d_devil	attack	ant.man@avengers.com
3334	Sri Lanka	d&d_devil	defense	ant.man@avengers.com
3335	Sri Lanka	d&d_devil	heal	batman@dc-world.com
3336	Sri Lanka	d&d_lich	attack	hulk@avengers.com
3337	Sri Lanka	d&d_lich	defense	hulk@avengers.com
3338	Sri Lanka	d&d_lich	heal	hulk@avengers.com
3339	Sri Lanka	d&d_mind_flayer	attack	capatain.america@avengers.com
3340	Sri Lanka	d&d_mind_flayer	defense	capatain.america@avengers.com
3341	Sri Lanka	d&d_mind_flayer	heal	capatain.america@avengers.com
3342	Sri Lanka	d&d_vampire	attack	capatain.america@avengers.com
3343	Sri Lanka	d&d_vampire	defense	capatain.america@avengers.com
3344	Sri Lanka	d&d_vampire	heal	capatain.america@avengers.com
3345	Sri Lanka	d&d_red_dragon	attack	capatain.america@avengers.com
3346	Sri Lanka	d&d_red_dragon	defense	capatain.america@avengers.com
3347	Sri Lanka	d&d_red_dragon	heal	capatain.america@avengers.com
3348	Sri Lanka	d&d_hill_giant	attack	hawkeye@avengers.com
3349	Sri Lanka	d&d_hill_giant	defense	hawkeye@avengers.com
3350	Sri Lanka	d&d_hill_giant	heal	hawkeye@avengers.com
3351	Sri Lanka	d&d_treant	attack	hawkeye@avengers.com
3352	Sri Lanka	d&d_treant	defense	hawkeye@avengers.com
3353	Sri Lanka	d&d_treant	heal	hawkeye@avengers.com
3354	Sri Lanka	d&d_werewolf	attack	capatain.america@avengers.com
3355	Sri Lanka	d&d_werewolf	defense	capatain.america@avengers.com
3356	Sri Lanka	d&d_werewolf	heal	capatain.america@avengers.com
3357	Sri Lanka	d&d_yuan-ti	attack	capatain.america@avengers.com
3358	Sri Lanka	d&d_yuan-ti	defense	capatain.america@avengers.com
3359	Sri Lanka	d&d_yuan-ti	heal	capatain.america@avengers.com
3360	Sudan	aliens	attack	iron.man@avengers.com
3361	Sudan	predators	attack	thor@avengers.com
3362	Sudan	d&d_beholder	attack	wasp@avengers.com
3363	Sudan	d&d_beholder	defense	wasp@avengers.com
3364	Sudan	d&d_beholder	heal	wasp@avengers.com
3365	Sudan	d&d_devil	attack	ant.man@avengers.com
3366	Sudan	d&d_devil	defense	ant.man@avengers.com
3367	Sudan	d&d_devil	heal	batman@dc-world.com
3368	Sudan	d&d_lich	attack	hulk@avengers.com
3369	Sudan	d&d_lich	defense	hulk@avengers.com
3370	Sudan	d&d_lich	heal	hulk@avengers.com
3371	Sudan	d&d_mind_flayer	attack	capatain.america@avengers.com
3372	Sudan	d&d_mind_flayer	defense	capatain.america@avengers.com
3373	Sudan	d&d_mind_flayer	heal	capatain.america@avengers.com
3374	Sudan	d&d_vampire	attack	capatain.america@avengers.com
3375	Sudan	d&d_vampire	defense	capatain.america@avengers.com
3376	Sudan	d&d_vampire	heal	capatain.america@avengers.com
3377	Sudan	d&d_red_dragon	attack	capatain.america@avengers.com
3378	Sudan	d&d_red_dragon	defense	capatain.america@avengers.com
3379	Sudan	d&d_red_dragon	heal	capatain.america@avengers.com
3380	Sudan	d&d_hill_giant	attack	hawkeye@avengers.com
3381	Sudan	d&d_hill_giant	defense	hawkeye@avengers.com
3382	Sudan	d&d_hill_giant	heal	hawkeye@avengers.com
3383	Sudan	d&d_treant	attack	hawkeye@avengers.com
3384	Sudan	d&d_treant	defense	hawkeye@avengers.com
3385	Sudan	d&d_treant	heal	hawkeye@avengers.com
3386	Sudan	d&d_werewolf	attack	capatain.america@avengers.com
3387	Sudan	d&d_werewolf	defense	capatain.america@avengers.com
3388	Sudan	d&d_werewolf	heal	capatain.america@avengers.com
3389	Sudan	d&d_yuan-ti	attack	capatain.america@avengers.com
3390	Sudan	d&d_yuan-ti	defense	capatain.america@avengers.com
3391	Sudan	d&d_yuan-ti	heal	capatain.america@avengers.com
3392	Swaziland	aliens	attack	iron.man@avengers.com
3393	Swaziland	predators	attack	thor@avengers.com
3394	Swaziland	d&d_beholder	attack	wasp@avengers.com
3395	Swaziland	d&d_beholder	defense	wasp@avengers.com
3396	Swaziland	d&d_beholder	heal	wasp@avengers.com
3397	Swaziland	d&d_devil	attack	ant.man@avengers.com
3398	Swaziland	d&d_devil	defense	ant.man@avengers.com
3399	Swaziland	d&d_devil	heal	batman@dc-world.com
3400	Swaziland	d&d_lich	attack	hulk@avengers.com
3401	Swaziland	d&d_lich	defense	hulk@avengers.com
3402	Swaziland	d&d_lich	heal	hulk@avengers.com
3403	Swaziland	d&d_mind_flayer	attack	capatain.america@avengers.com
3404	Swaziland	d&d_mind_flayer	defense	capatain.america@avengers.com
3405	Swaziland	d&d_mind_flayer	heal	capatain.america@avengers.com
3406	Swaziland	d&d_vampire	attack	capatain.america@avengers.com
3407	Swaziland	d&d_vampire	defense	capatain.america@avengers.com
3408	Swaziland	d&d_vampire	heal	capatain.america@avengers.com
3409	Swaziland	d&d_red_dragon	attack	capatain.america@avengers.com
3410	Swaziland	d&d_red_dragon	defense	capatain.america@avengers.com
3411	Swaziland	d&d_red_dragon	heal	capatain.america@avengers.com
3412	Swaziland	d&d_hill_giant	attack	hawkeye@avengers.com
3413	Swaziland	d&d_hill_giant	defense	hawkeye@avengers.com
3414	Swaziland	d&d_hill_giant	heal	hawkeye@avengers.com
3415	Swaziland	d&d_treant	attack	hawkeye@avengers.com
3416	Swaziland	d&d_treant	defense	hawkeye@avengers.com
3417	Swaziland	d&d_treant	heal	hawkeye@avengers.com
3418	Swaziland	d&d_werewolf	attack	capatain.america@avengers.com
3419	Swaziland	d&d_werewolf	defense	capatain.america@avengers.com
3420	Swaziland	d&d_werewolf	heal	capatain.america@avengers.com
3421	Swaziland	d&d_yuan-ti	attack	capatain.america@avengers.com
3422	Swaziland	d&d_yuan-ti	defense	capatain.america@avengers.com
3423	Swaziland	d&d_yuan-ti	heal	capatain.america@avengers.com
3424	Sweden	aliens	attack	iron.man@avengers.com
3425	Sweden	predators	attack	thor@avengers.com
3426	Sweden	d&d_beholder	attack	wasp@avengers.com
3427	Sweden	d&d_beholder	defense	wasp@avengers.com
3428	Sweden	d&d_beholder	heal	wasp@avengers.com
3429	Sweden	d&d_devil	attack	ant.man@avengers.com
3430	Sweden	d&d_devil	defense	ant.man@avengers.com
3431	Sweden	d&d_devil	heal	batman@dc-world.com
3432	Sweden	d&d_lich	attack	hulk@avengers.com
3433	Sweden	d&d_lich	defense	hulk@avengers.com
3434	Sweden	d&d_lich	heal	hulk@avengers.com
3435	Sweden	d&d_mind_flayer	attack	capatain.america@avengers.com
3436	Sweden	d&d_mind_flayer	defense	capatain.america@avengers.com
3437	Sweden	d&d_mind_flayer	heal	capatain.america@avengers.com
3438	Sweden	d&d_vampire	attack	capatain.america@avengers.com
3439	Sweden	d&d_vampire	defense	capatain.america@avengers.com
3440	Sweden	d&d_vampire	heal	capatain.america@avengers.com
3441	Sweden	d&d_red_dragon	attack	capatain.america@avengers.com
3442	Sweden	d&d_red_dragon	defense	capatain.america@avengers.com
3443	Sweden	d&d_red_dragon	heal	capatain.america@avengers.com
3444	Sweden	d&d_hill_giant	attack	hawkeye@avengers.com
3445	Sweden	d&d_hill_giant	defense	hawkeye@avengers.com
3446	Sweden	d&d_hill_giant	heal	hawkeye@avengers.com
3447	Sweden	d&d_treant	attack	hawkeye@avengers.com
3448	Sweden	d&d_treant	defense	hawkeye@avengers.com
3449	Sweden	d&d_treant	heal	hawkeye@avengers.com
3450	Sweden	d&d_werewolf	attack	capatain.america@avengers.com
3451	Sweden	d&d_werewolf	defense	capatain.america@avengers.com
3452	Sweden	d&d_werewolf	heal	capatain.america@avengers.com
3453	Sweden	d&d_yuan-ti	attack	capatain.america@avengers.com
3454	Sweden	d&d_yuan-ti	defense	capatain.america@avengers.com
3455	Sweden	d&d_yuan-ti	heal	capatain.america@avengers.com
3456	Switzerland	aliens	attack	iron.man@avengers.com
3457	Switzerland	predators	attack	thor@avengers.com
3458	Switzerland	d&d_beholder	attack	wasp@avengers.com
3459	Switzerland	d&d_beholder	defense	wasp@avengers.com
3460	Switzerland	d&d_beholder	heal	wasp@avengers.com
3461	Switzerland	d&d_devil	attack	ant.man@avengers.com
3462	Switzerland	d&d_devil	defense	ant.man@avengers.com
3463	Switzerland	d&d_devil	heal	batman@dc-world.com
3464	Switzerland	d&d_lich	attack	hulk@avengers.com
3465	Switzerland	d&d_lich	defense	hulk@avengers.com
3466	Switzerland	d&d_lich	heal	hulk@avengers.com
3467	Switzerland	d&d_mind_flayer	attack	capatain.america@avengers.com
3468	Switzerland	d&d_mind_flayer	defense	capatain.america@avengers.com
3469	Switzerland	d&d_mind_flayer	heal	capatain.america@avengers.com
3470	Switzerland	d&d_vampire	attack	capatain.america@avengers.com
3471	Switzerland	d&d_vampire	defense	capatain.america@avengers.com
3472	Switzerland	d&d_vampire	heal	capatain.america@avengers.com
3473	Switzerland	d&d_red_dragon	attack	capatain.america@avengers.com
3474	Switzerland	d&d_red_dragon	defense	capatain.america@avengers.com
3475	Switzerland	d&d_red_dragon	heal	capatain.america@avengers.com
3476	Switzerland	d&d_hill_giant	attack	hawkeye@avengers.com
3477	Switzerland	d&d_hill_giant	defense	hawkeye@avengers.com
3478	Switzerland	d&d_hill_giant	heal	hawkeye@avengers.com
3479	Switzerland	d&d_treant	attack	hawkeye@avengers.com
3480	Switzerland	d&d_treant	defense	hawkeye@avengers.com
3481	Switzerland	d&d_treant	heal	hawkeye@avengers.com
3482	Switzerland	d&d_werewolf	attack	capatain.america@avengers.com
3483	Switzerland	d&d_werewolf	defense	capatain.america@avengers.com
3484	Switzerland	d&d_werewolf	heal	capatain.america@avengers.com
3485	Switzerland	d&d_yuan-ti	attack	capatain.america@avengers.com
3486	Switzerland	d&d_yuan-ti	defense	capatain.america@avengers.com
3487	Switzerland	d&d_yuan-ti	heal	capatain.america@avengers.com
3488	Syria	aliens	attack	iron.man@avengers.com
3489	Syria	predators	attack	thor@avengers.com
3490	Syria	d&d_beholder	attack	wasp@avengers.com
3491	Syria	d&d_beholder	defense	wasp@avengers.com
3492	Syria	d&d_beholder	heal	wasp@avengers.com
3493	Syria	d&d_devil	attack	ant.man@avengers.com
3494	Syria	d&d_devil	defense	ant.man@avengers.com
3495	Syria	d&d_devil	heal	batman@dc-world.com
3496	Syria	d&d_lich	attack	hulk@avengers.com
3497	Syria	d&d_lich	defense	hulk@avengers.com
3498	Syria	d&d_lich	heal	hulk@avengers.com
3499	Syria	d&d_mind_flayer	attack	capatain.america@avengers.com
3500	Syria	d&d_mind_flayer	defense	capatain.america@avengers.com
3501	Syria	d&d_mind_flayer	heal	capatain.america@avengers.com
3502	Syria	d&d_vampire	attack	capatain.america@avengers.com
3503	Syria	d&d_vampire	defense	capatain.america@avengers.com
3504	Syria	d&d_vampire	heal	capatain.america@avengers.com
